21050,0.091175
21100,0.100841
21150,0.082275
21200,0.081073
21250,0.078473
21300,0.097809
21350,0.076712
21400,0.094615
21450,0.081286
21500,0.086847
21550,0.072200
21600,0.069818
21650,0.073809
21700,0.085303
21750,0.092142
21800,0.089613
21850,0.086593
21900,0.095821
21950,0.084684
22000,0.087046
22050,0.096740
22100,0.090046
22150,0.078217
22200,0.075038
22250,0.083173
22300,0.083632
22350,0.085874
22400,0.081821
22450,0.085169
22500,0.077714
22550,0.081412
22600,0.083797
22650,0.089354
22700,0.077253
22750,0.081186
22800,0.087602
22850,0.080095
22900,0.087994
22950,0.085420
23000,0.085540
23050,0.089693
23100,0.077007
23150,0.075804
23200,0.070940
23250,0.086107
23300,0.086357
23350,0.088291
23400,0.071800
23450,0.088202
23500,0.085193
23550,0.091577
23600,0.072545
23650,0.098353
23700,0.082654
23750,0.084844
23800,0.075502
23850,0.091278
23900,0.074691
23950,0.082536
24000,0.085689
24050,0.077174
24100,0.096877
24150,0.084101
24200,0.082436
24250,0.096737
24300,0.080003
24350,0.093210
24400,0.098535
24450,0.079534
24500,0.077992
24550,0.071418
24600,0.065760
24650,0.079408
24700,0.078050
24750,0.086888
24800,0.098485
24850,0.077782
24900,0.078677
24950,0.081170
25000,0.083449
25050,0.079568
25100,0.071250
25150,0.084620
25200,0.090300
25250,0.082367
25300,0.084301
25350,0.085213
25400,0.078138
25450,0.080349
25500,0.085366
25550,0.091445
25600,0.078261
25650,0.081872
25700,0.087481
25750,0.081214
25800,0.082890
25850,0.072811
25900,0.084567
25950,0.085375
26000,0.075398
26050,0.086005
26100,0.090738
26150,0.075031
26200,0.087311
26250,0.076976
26300,0.111832
26350,0.087376
26400,0.065871
26450,0.078128
26500,0.089297
26550,0.084172
