50,0.069407
100,0.079968
150,0.068510
200,0.061748
250,0.081535
300,0.090895
350,0.078866
400,0.072162
450,0.077873
500,0.093180
550,0.074841
600,0.077736
650,0.080172
700,0.076527
750,0.074515
800,0.069855
850,0.085594
900,0.069820
950,0.067795
1000,0.072929
1050,0.081284
1100,0.099549
1150,0.067952
1200,0.071393
1250,0.078022
1300,0.066565
1350,0.070470
1400,0.073214
1450,0.083549
1500,0.082916
1550,0.072691
1600,0.092384
1650,0.065104
1700,0.070435
1750,0.064572
1800,0.076666
1850,0.068373
1900,0.080246
1950,0.081387
2000,0.073529
2050,0.080330
2100,0.070246
2150,0.078751
2200,0.074679
2250,0.067524
2300,0.064213
2350,0.074166
2400,0.063073
2450,0.071358
2500,0.067649
2550,0.061957
2600,0.063323
2650,0.068764
2700,0.075833
2750,0.067397
2800,0.069694
2850,0.063505
2900,0.103518
2950,0.079500
3000,0.072209
3050,0.074250
3100,0.074535
3150,0.086961
3200,0.066403
3250,0.080610
3300,0.071474
3350,0.071585
3400,0.086532
3450,0.054764
3500,0.069309
3550,0.068184
3600,0.063739
3650,0.084751
3700,0.071322
3750,0.069618
3800,0.061989
3850,0.082178
3900,0.061779
3950,0.073422
4000,0.066179
4050,0.072509
4100,0.067513
4150,0.077658
4200,0.068512
4250,0.076635
4300,0.063986
4350,0.067049
4400,0.078198
4450,0.076010
4500,0.066141
4550,0.078942
4600,0.076905
4650,0.078576
4700,0.078843
4750,0.068822
4800,0.074421
4850,0.063971
4900,0.076563
4950,0.075744
5000,0.071524
5050,0.057101
5100,0.082118
5150,0.073100
5200,0.076198
5250,0.071693
5300,0.068888
5350,0.085338
5400,0.082673
5450,0.068508
5500,0.071798
5550,0.067812
5600,0.069489
5650,0.062278
5700,0.072180
5750,0.067476
5800,0.064827
5850,0.066677
5900,0.072861
5950,0.066062
6000,0.072368
6050,0.075863
6100,0.078196
6150,0.072656
6200,0.072627
6250,0.078563
6300,0.071193
6350,0.070711
6400,0.071281
6450,0.074848
6500,0.074023
6550,0.083256
6600,0.058652
6650,0.067528
6700,0.069001
6750,0.084439
6800,0.070292
6850,0.080227
6900,0.061958
6950,0.071252
7000,0.076242
7050,0.066954
7100,0.069703
7150,0.070772
7200,0.080885
7250,0.061208
7300,0.063902
7350,0.083693
7400,0.061154
7450,0.076423
7500,0.082420
7550,0.078265
7600,0.069094
7650,0.079273
7700,0.067923
7750,0.065241
7800,0.075543
7850,0.073097
7900,0.057940
7950,0.073281
8000,0.063094
8050,0.077569
8100,0.068029
8150,0.079822
8200,0.069089
8250,0.068435
8300,0.071850
8350,0.063086
8400,0.055885
8450,0.069544
8500,0.066100
8550,0.071764
8600,0.066353
8650,0.069967
8700,0.065959
8750,0.074977
8800,0.067620
8850,0.061497
8900,0.061299
8950,0.065804
9000,0.067391
9050,0.079854
9100,0.076505
9150,0.057327
9200,0.071512
9250,0.077168
9300,0.080139
9350,0.069622
9400,0.059665
9450,0.075499
9500,0.074097
9550,0.083826
9600,0.065891
9650,0.073040
9700,0.066415
9750,0.072528
9800,0.085103
9850,0.068351
9900,0.072004
9950,0.059437
10000,0.070024
10050,0.078299
10100,0.076141
10150,0.073980
10200,0.067163
10250,0.076193
10300,0.072319
10350,0.068943
10400,0.083289
10450,0.075550
10500,0.067016
10550,0.071475
10600,0.061332
10650,0.070062
10700,0.067355
10750,0.071821
10800,0.069952
10850,0.061481
10900,0.070138
10950,0.076449
11000,0.066338
11050,0.071940
11100,0.067934
11150,0.072028
11200,0.077925
11250,0.072954
11300,0.068938
11350,0.062462
11400,0.063433
11450,0.067880
11500,0.061470
11550,0.067775
11600,0.068796
11650,0.073502
11700,0.072297
11750,0.064430
11800,0.071408
11850,0.066261
11900,0.069110
11950,0.067259
12000,0.072313
12050,0.080390
12100,0.059755
12150,0.068119
12200,0.055864
12250,0.062903
12300,0.061233
12350,0.078439
12400,0.064338
12450,0.075172
12500,0.066113
12550,0.087172
12600,0.069088
12650,0.068488
12700,0.077064
12750,0.074947
12800,0.068902
12850,0.074539
12900,0.071038
12950,0.067292
13000,0.070097
13050,0.064169
13100,0.075425
13150,0.066016
13200,0.069403
13250,0.069589
13300,0.069098
13350,0.063009
13400,0.073569
13450,0.072373
13500,0.067412
13550,0.064133
13600,0.080564
13650,0.062275
13700,0.073683
13750,0.062595
13800,0.060427
13850,0.068886
13900,0.070570
13950,0.073429
14000,0.068685
14050,0.080697
14100,0.070451
14150,0.071028
14200,0.065165
14250,0.061221
14300,0.063202
14350,0.072005
14400,0.067374
14450,0.060516
14500,0.071169
14550,0.064181
14600,0.068902
14650,0.064011
14700,0.076737
14750,0.058197
14800,0.083116
14850,0.063385
14900,0.073919
14950,0.060200
15000,0.060802
15050,0.070774
15100,0.064493
15150,0.069832
15200,0.059217
15250,0.062012
15300,0.059415
15350,0.066741
15400,0.067582
15450,0.079322
15500,0.062759
15550,0.062463
15600,0.070961
15650,0.060018
15700,0.080266
15750,0.066037
15800,0.062707
